1.288837074782514525e-02,1.348793917013934879e-03,5.865959840442483419e-03,1.416376218969811907e-03,2.491280049318600649e-03,1.430502378923177893e-02,1.424232014417753768e-03,-5.532191924634412110e-03,8.060316841310702840e-04,-6.312055171895806843e-05,-1.257591374393912751e-03,-4.613918434678063347e-03,-5.327780495655443614e-03,1.536249766208063524e-03
1.295394369852942429e-02,3.796801799016406853e-02,9.181731620916323833e-03,-4.838348957339056247e-03,2.479535994457442855e-02,1.332986497140849387e-02,-3.888407649220435025e-02,-5.933995635518057518e-03,-8.729361210921682398e-04,-2.316486309695168708e-02,4.899876364971758602e-03,-2.678332553985254133e-02,-1.417944370048094226e-02,-3.809718009362044605e-02
1.268395320339636353e-02,-1.406165295273852436e-02,5.382547650543046194e-03,2.200354480734137246e-03,3.444857983090873418e-03,-3.352391252289265463e-04,2.938803046279357223e-04,-1.467789898623145586e-02,-7.168951903909084964e-04,-3.752856942871848900e-03,-3.635773744997640639e-04,-1.948880336577413566e-02,-2.790987270095542051e-04,1.630554285158741443e-03
1.296531770111061972e-02,5.571618939304478352e-03,-4.609122198624465185e-03,6.739498850763684344e-03,-2.021940740268666527e-03,-4.657167724683574685e-03,8.725515888586477713e-04,6.165299091589636869e-03,-2.027004673016502990e-03,3.575183170455913714e-03,-1.444577241390884769e-03,9.038741473434197538e-03,1.492980869354708319e-04,-1.516349694752349353e-03
1.312497175396470407e-02,-1.101646552329938432e-02,-8.059190978890991633e-03,1.279535735897373468e-02,-2.231976208357382141e-02,1.133131973309450466e-02,1.629123158332560720e-03,-1.449447222998243370e-02,-4.927179538681939613e-02,2.359096830032256231e-02,-2.386863584959263672e-03,-2.394197284859939448e-02,-2.581351924870776710e-03,7.093800207883829007e-03
1.298253876439783155e-02,-2.007797672366308864e-03,-1.768538487644931000e-03,-5.828078083215406345e-04,-1.003155992107295814e-02,-1.670152843031139957e-04,-1.593776184516589598e-04,5.882355621360834015e-03,1.094201992738239428e-03,-2.021598149272811444e-03,4.230130909531505798e-04,-8.030469883574904363e-04,1.219417903779224186e-03,1.756323199982046937e-03
1.285951663751105402e-02,-2.497710501510309834e-04,-1.137945887153477676e-04,2.003650422753905716e-03,2.385402491158462868e-03,-3.101046148184946833e-04,1.505259983539721511e-04,3.204779581033184287e-03,-2.412964038748907877e-05,-6.261550524861236129e-04,-3.957508018442618299e-04,2.072294356731536804e-03,1.390637729301536169e-04,-2.249630842833741108e-05
1.294850730672010217e-02,-8.457192579078882597e-03,1.033081358222583124e-02,2.433133806201828796e-04,-6.780641303841684030e-03,-5.400505892080828367e-03,-3.793086738813283322e-03,-3.386909624352196693e-03,-1.668746102118266565e-03,7.460173578238919051e-03,-2.845860189815362443e-02,1.396185633510782509e-02,1.817915484883938018e-02,4.750126216813524947e-03
1.304382422773320629e-02,4.467640014517137645e-03,3.470738369616591795e-02,5.310393939845963265e-03,-6.236953449083594038e-03,-1.440323911075157629e-02,1.312585130501913106e-03,1.428526133774081150e-02,2.406489747637237647e-03,3.386768718694008456e-03,-1.812568508104543761e-03,-4.514012098200251288e-03,6.183220990042817382e-03,2.719496352071876493e-03
1.291784600878393904e-02,-4.295020798929114793e-03,-5.823545683658540436e-04,9.911435147891046321e-03,2.330861106070903840e-03,7.283203356914312662e-06,3.658671477307341930e-04,-1.292960218392247805e-02,-1.430462302642319375e-03,1.094121527378648547e-03,-3.896440012407603954e-04,1.163292643707566389e-02,1.741878362444358903e-03,1.836864880877873366e-03
